OTU,Size,Phylum,Class,Order,Family,Genus
Otu19072,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriales,Flavobacteriales
Otu19073,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19074,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19075,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriales,Flavobacteriales
Otu19076,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19077,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae
Otu19078,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Sediminibacter
Otu19079,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19080,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19081,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19082,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriales,Flavobacteriales
Otu19083,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricauda
Otu19084,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19085,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Spongiibacterium
Otu19086,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19087,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19088,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19089,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricauda
Otu19090,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19091,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19092,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriales,Flavobacteriales
Otu19093,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19094,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19095,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19096,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19097,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorpha
Otu19098,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Formosa
Otu19099,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19100,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriales,Flavobacteriales
Otu19101,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriales,Flavobacteriales
Otu19102,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19103,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19104,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriales,Flavobacteriales
Otu19105,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae
Otu19106,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19107,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19108,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19109,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19110,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriales,Flavobacteriales
Otu19111,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Crocinitomix
Otu19112,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19113,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Sediminibacter
Otu19114,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Spongiibacterium
Otu19115,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aureicoccus
Otu19116,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19117,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides
Otu19118,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutibacter
Otu19119,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19120,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Robiginitalea
Otu19121,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19122,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricauda
Otu19123,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19124,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19125,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19126,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19127,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19128,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19129,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19130,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19131,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae
Otu19132,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19133,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19134,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae
Otu19135,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19136,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19137,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19138,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19139,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella
Otu19140,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19141,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Spongiibacterium
Otu19142,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
Otu19143,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19144,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriales,Flavobacteriales
Otu19145,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19146,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae
Otu19147,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19148,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriales,Flavobacteriales
Otu19149,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19150,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19151,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19152,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae
Otu19153,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19154,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriales,Flavobacteriales
Otu19155,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19156,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19157,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19158,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19159,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19160,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutibacter
Otu19161,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19162,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19163,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae
Otu19164,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriales,Flavobacteriales
Otu19165,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19166,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriales,Flavobacteriales
Otu19167,1,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae
Otu19168,1,Planctomycetes,Phycisphaerae,Phycisphaerae,Phycisphaerae,Phycisphaerae
Otu19169,1,Planctomycetes,Phycisphaerae,Phycisphaerae,Phycisphaerae,Phycisphaerae
Otu19170,1,Planctomycetes,Phycisphaerae,Phycisphaerae,Phycisphaerae,Phycisphaerae
Otu19171,1,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae
Otu19172,1,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae
Otu19173,1,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae
Otu19174,1,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae
Otu19175,1,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae
Otu19176,1,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae
Otu19177,1,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae
Otu19178,1,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae
Otu19179,1,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae
Otu19180,1,Planctomycetes,Phycisphaerae,Phycisphaerae,Phycisphaerae,Phycisphaerae
Otu19181,1,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae
Otu19182,1,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae
Otu19183,1,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae
Otu19184,1,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae
Otu19185,1,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae
Otu19186,1,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae
Otu19187,1,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae
Otu19188,1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Hydrocarboniphaga
Otu19189,1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonadaceae
Otu19190,1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas
Otu19191,1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
Otu19192,1,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes
Otu19193,1,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes
Otu19194,1,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes
Otu19195,1,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes
Otu19196,1,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes
Otu19197,1,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes
Otu19198,1,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes
Otu19199,1,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes
Otu19200,1,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes
Otu19201,1,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes
Otu19202,1,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes
Otu19203,1,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes
Otu19204,1,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes
Otu19205,1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Tahibacter
Otu19206,1,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes
Otu19207,1,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes
Otu19208,1,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes
Otu19209,1,Planctomycetes,Phycisphaerae,Phycisphaerae,Phycisphaerae,Phycisphaerae
Otu19210,1,Planctomycetes,Phycisphaerae,Phycisphaerae,Phycisphaerae,Phycisphaerae
Otu19211,1,Planctomycetes,Phycisphaerae,Phycisphaerae,Phycisphaerae,Phycisphaerae
Otu19212,1,Planctomycetes,Phycisphaerae,Phycisphaerae,Phycisphaerae,Phycisphaerae
Otu19213,1,Planctomycetes,Phycisphaerae,Phycisphaerae,Phycisphaerae,Phycisphaerae
Otu19214,1,Planctomycetes,Phycisphaerae,Phycisphaerae,Phycisphaerae,Phycisphaerae
Otu19215,1,Planctomycetes,Phycisphaerae,Phycisphaerae,Phycisphaerae,Phycisphaerae
Otu19216,1,Planctomycetes,Phycisphaerae,Phycisphaerae,Phycisphaerae,Phycisphaerae
Otu19217,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu19218,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu19219,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu19220,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu19221,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter
Otu19222,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu19223,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu19224,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu19225,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu19226,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu19227,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu19228,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu19229,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu19230,1,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Tepidisphaera
Otu19231,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu19232,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu19233,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu19234,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tropicibacter
Otu19235,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu19236,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu19237,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu19238,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu19239,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu19240,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu19241,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu19242,1,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera
Otu19243,1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonadaceae
Otu19244,1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Dokdonella
Otu19245,1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas
Otu19246,1,Proteobacteria,Epsilonproteobacteria,Epsilonproteobacteria,Epsilonproteobacteria,Epsilonproteobacteria
Otu19247,1,Proteobacteria,Epsilonproteobacteria,Epsilonproteobacteria,Epsilonproteobacteria,Epsilonproteobacteria
Otu19248,1,Hydrogenedentes,Candidatus_Hydrogenedens,Candidatus_Hydrogenedens,Candidatus_Hydrogenedens,Candidatus_Hydrogenedens
Otu19249,1,Hydrogenedentes,Candidatus_Hydrogenedens,Candidatus_Hydrogenedens,Candidatus_Hydrogenedens,Candidatus_Hydrogenedens
Otu19250,1,Hydrogenedentes,Candidatus_Hydrogenedens,Candidatus_Hydrogenedens,Candidatus_Hydrogenedens,Candidatus_Hydrogenedens
Otu19251,1,Hydrogenedentes,Candidatus_Hydrogenedens,Candidatus_Hydrogenedens,Candidatus_Hydrogenedens,Candidatus_Hydrogenedens
Otu19252,1,Hydrogenedentes,Candidatus_Hydrogenedens,Candidatus_Hydrogenedens,Candidatus_Hydrogenedens,Candidatus_Hydrogenedens
Otu19253,1,Hydrogenedentes,Candidatus_Hydrogenedens,Candidatus_Hydrogenedens,Candidatus_Hydrogenedens,Candidatus_Hydrogenedens
Otu19254,1,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera
Otu19255,1,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes
Otu19256,1,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera
Otu19257,1,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera
Otu19258,1,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
Otu19259,1,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Otu19260,1,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
Otu19261,1,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacteriaceae
Otu19262,1,Verrucomicrobia,Subdivision5,Subdivision5,Subdivision,Subdivision
Otu19263,1,Verrucomicrobia,Subdivision5,Subdivision5,Subdivision,Subdivision
Otu19264,1,Verrucomicrobia,Subdivision5,Subdivision5,Subdivision,Subdivision
Otu19265,1,Acidobacteria,Acidobacteria_Gp1,Acidobacteria_Gp1,Acidobacteria_Gp,Acidobacteria_Gp
Otu19266,1,Acidobacteria,Acidobacteria_Gp1,Acidobacteria_Gp1,Acidobacteria_Gp,Acidobacteria_Gp
Otu19267,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19268,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19269,1,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria
Otu19270,1,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria
Otu19271,1,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria
Otu19272,1,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria
Otu19273,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae
Otu19274,1,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria
Otu19275,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
Otu19276,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriales,Flavobacteriales
Otu19277,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19278,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19279,1,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria
Otu19280,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19281,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
Otu19282,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriales,Flavobacteriales
Otu19283,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19284,1,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria
Otu19285,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19286,1,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria
Otu19287,1,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria
Otu19288,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
Otu19289,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19290,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriales,Flavobacteriales
Otu19291,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19292,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavicella
Otu19293,1,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrionaceae
Otu19294,1,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
Otu19295,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Spongiibacterium
Otu19296,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19297,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu19298,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae
Otu19299,1,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria
Otu19300,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
